global_sweep,stage,stage_sweep,degree,n_terms,u_rmse,v_rmse,p_rmse,px_rmse,py_rmse,score,u_step,p_after_u_step,v_step,p_after_v_step,sweep_seconds,elapsed_seconds,is_best
280,1,150,6,84,0.00011574559775423891,0.00012056626740109405,0.006269986172793081,0.0016272623350423092,0.001088058854784789,0.0005078439841380428,0.00046869092285057673,0.0008113916461914048,0.00019165201149299067,0.00034285596240036587,17.829420408932492,4168.156073465943,1
281,1,151,6,84,0.00011558355123309185,0.000120459092290354,0.006269762999931158,0.0016210493307223434,0.0010861469778314973,0.00050676227437883,0.00046798763938265826,0.0008108794428556563,0.00018557966250722018,0.0003317760949035261,17.830229655024596,4185.986398159992,1
282,1,152,6,84,0.00011542347955093699,0.00012035355349488094,0.006269542301737829,0.0016148712381207618,0.0010842353035266032,0.0005056876872105544,0.0004672607355067658,0.0008103123248036151,0.00017960952942125657,0.0003208806362793404,17.833873311057687,4203.82036785502,1
283,1,153,6,84,0.00011526534698502277,0.00012024961366720965,0.006269324038654931,0.0016087277424927573,0.0010823237204153659,0.0005046201069430448,0.00046651087032134055,0.000809691662485498,0.0001737401557756285,0.00031016679367496804,17.816655594971962,4221.637120443978,1
284,1,154,6,84,0.00011510911864354055,0.00012014723641930858,0.006269108171868221,0.0016026185334809394,0.0010804121236010766,0.0005035594207710507,0.0004657386886919615,0.0008090187983854814,0.00016797012516771536,0.0002996318354933627,17.825792748015374,4239.4630245330045,1
285,1,155,6,84,0.00011495476044342447,0.00012004638629767468,0.006268894663292417,0.0015965433050337612,0.0010785004145077335,0.0005025055186952486,0.0004649448215013151,0.0008082950474971906,0.00016229806249889265,0.00028927309222460344,17.820296342950314,4257.283416646998,1
286,1,156,6,84,0.00011480223908880995,0.00011994702875902834,0.006268683475556527,0.0015905017553257685,0.0010765885006493745,0.0005014582934453526,0.000464129886071532,0.0008075216981106744,0.00015672263551903,0.00027908795757041046,17.888631245936267,4275.172157136025,1
287,1,157,6,84,0.00011465152205014591,0.00011984913014661965,0.0062684745719894805,0.001584493586679693,0.0010746762954076216,0.000500417640405497,0.00046329448637042657,0.0008067000122058672,0.00015124255668501156,0.0002690738899063798,17.840899021946825,4293.013153232983,1
288,1,158,6,84,0.00011450257754390483,0.0001197526576671208,0.006268267916606052,0.0015785185054902095,0.001072763717815397,0.0004993834575415863,0.0004624392133273721,0.0008058312260450139,0.00014585658536053872,0.00025922841408369964,17.837808807962574,4310.851061905967,1
289,1,159,6,84,0.00011435537451290245,0.00011965757936808891,0.006268063474093158,0.0015725762221496095,0.001070850692347985,0.0004983556453307509,0.00046156464515418206,0.0008049165507696559,0.00014056353047047168,0.0002495491237315349,17.838999132975005,4328.690161930979,1
290,1,160,6,84,0.00011420988260720728,0.00011956386411599322,0.0062678612097963075,0.0015666664509747083,0.00106893714872078,0.0004973341066927494,0.0004606713476550703,0.0008039571729845275,0.00013536225367509795,0.00024003368410736444,17.831048183026724,4346.521306769922,1
291,1,161,6,84,0.00011406607216556992,0.00011947148157481038,0.006267661089706399,0.0015607889101358601,0.0010670230216927542,0.0004963187469232417,0.0004597598744316045,0.0008029542551414903,0.0001302516731641878,0.00023067983562413162,17.824608281021938,4364.346012591035,1
292,1,162,6,84,0.00011392391419742222,0.00011938040218513631,0.006267463080446864,0.001554943321587323,0.0010651082508773395,0.0004953094736290249,0.0004588307671189431,0.0008019089359903402,0.00012523076820124607,0.00022148539818921028,17.83530365000479,4382.18141842098,1
293,1,163,6,84,0.00011378338036540293,0.00011929059714384733,0.006267267149260911,0.0015491294109989642,0.0010631927805585261,0.0004943061966649993,0.00045788455578421627,0.0008008223313128637,0.00012029858455047785,0.00021244827649076606,17.834658946027048,4400.016173059004,1
294,1,164,6,84,0.00011364444296835871,0.00011920203838426726,0.0062670732639992085,0.0015433469076898624,0.001061276559513029,0.0004933088280729152,0.0004569217589770636,0.0007996955340292019,0.00011545424106204344,0.00020356646668846388,17.834884915035218,4417.85115463892,1
295,1,165,6,84,0.00011350707492486088,0.00011911469855684267,0.006266881393107708,0.0015375955445630037,0.0010593595408385015,0.0004923172820218541,0.0004559428842145415,0.0007985296151038898,0.00011069693752405191,0.0001948380644231805,17.83468356099911,4435.68593489693,1
296,1,166,6,84,0.00011337124975717944,0.0001190285510103096,0.00626669150561577,0.0015318750580416223,0.0010574416817871312,0.0004913314747503644,0.00045494842791369894,0.0007973256234205813,0.00010602596419420924,0.00018626127484815686,17.836470456095412,4453.522502681939,1
297,1,167,6,84,0.00011323694157572078,0.00011894356977335862,0.006266503571124518,0.001526185188006737,0.0010555229436044168,0.0004903513245101947,0.00045393887591327017,0.0007960845867716219,0.00010144071334994536,0.00017783442504600195,17.835647854954004,4471.358248903998,1
298,1,168,6,84,0.00011310412506390732,0.00011885972953674587,0.006266317559795447,0.001520525677736113,0.0010536032913737803,0.0004893767515116425,0.0004529147035166474,0.0007948075119173832,9.694069334843374e-05,0.00016955597944352094,17.83268465800211,4489.191034285934,1
299,1,169,6,84,0.00011297277546348497,0.00011877700563588989,0.006266133442339311,0.0015148962738447379,0.0010516826938654046,0.0004884076778703891,0.00045187637574806535,0.000793495385099007,9.252554578818346e-05,0.0001614245590815214,17.844791276031174,4507.03592296096,1
300,1,170,6,84,0.00011284286856024761,0.00011869537403389537,0.006265951190005108,0.001509296726225963,0.0010497611233907904,0.0004874440275558184,0.00045082434764421393,0.0007921491725600578,8.819506662611984e-05,0.0001534389659478191,17.845106680993922,4524.88112735399,1
301,1,171,6,84,0.00011271438067016255,0.00011861481130504822,0.006265770774569461,0.0015037267879946623,0.001047838555661965,0.00048648572634087345,0.0004497590643135116,0.0007907698206816971,8.39492321952069e-05,0.0001455982135810333,17.84425604902208,4542.725483438,1
302,1,172,6,84,0.00011258728862588513,0.00011853529461869218,0.0062655921683261,0.0014981862154309856,0.0010459149696546968,0.00048553270175314556,0.00044868096128219655,0.0007893582566259765,7.978823151619901e-05,0.00013790156630113173,17.84522424696479,4560.570819535991,1
303,1,173,6,84,0.0001124615697636495,0.00011845680172358266,0.006265415344075642,0.0014926747679257454,0.001043990347477091,0.00048458488302751583,0.0004475904645523604,0.0007879153884420609,7.571250658393865e-05,0.00013034858951006584,17.899633144028485,4578.470548974001,1
304,1,174,6,84,0.0001123372019105383,0.00011837931093259548,0.006265240275115515,0.001487192207926483,0.0010420646742420661,0.0004836422010599887,0.00044648799100359274,0.0007864421058409731,7.172280291863317e-05,0.00012293921490904637,17.841969814966433,4596.3126475659665,1
305,1,175,6,84,0.00011221416337208202,0.00011830280110786331,0.006265066935230128,0.001481738300885098,0.0010401379379438827,0.0004827045883628434,0.00044537394834238015,0.0007849392800828447,6.782023338678121e-05,0.00011567382596386289,17.85574218502734,4614.168510617921,1
306,1,176,6,84,0.00011209243292023031,0.00011822725164630261,0.006264895298681264,0.0014763128152063194,0.0010382101293395576,0.00048177197902112066,0.0004442487354251743,0.0007834077646071354,6.400635916463936e-05,0.00010855337088792243,17.83525683102198,4632.0038943779655,1
307,1,177,6,84,0.00011197198978163936,0.00011815264246550102,0.00626472534019862,0.0014709155221973723,0.001036281241833168,0.00048084430865019445,0.0004431127423764162,0.0007818483952514886,6.028329314131514e-05,0.00010157951384239524,17.83196220395621,4649.835977618932,1
308,1,178,6,84,0.00011185281362627718,0.00011807895398999638,0.006264557034970594,0.001465546196018611,0.0010343512713648962,0.0004799215143546243,0.00044196635086097045,0.0007802619907604051,5.665383259862413e-05,9.475483966315646e-05,17.831685694982298,4667.667786011007,1
309,1,179,6,84,0.00011173488455636473,0.00011800616713789504,0.006264390358635246,0.0014602046136352079,0.0010324202163035083,0.0004790035346881314,0.00044080993411975996,0.0007786493528728966,5.312163025639533e-05,8.808313460063834e-05,17.842268820968457,4685.510177219985,1
310,1,180,6,84,0.00011161818309560168,0.00011793426330786606,0.006264225287271397,0.0014548905547697726,0.0010304880773422374,0.0004780903096146688,0.0004396438572762396,0.0007770112668873595,4.969141548731177e-05,8.156977662791823e-05,17.83794462296646,4703.348245328991,1
311,1,181,6,84,0.00011150269017870152,0.00011786322436644847,0.006264061797390024,0.0014496038018560868,0.0010285548573985522,0.0004771817804706139,0.00043846847736550456,0.0007753485017350327,4.636928076378236e-05,7.522228547737334e-05,17.83588922698982,4721.184259713977,1
312,1,182,6,84,0.0001113883871411854,0.00011779303263573178,0.006263899865925728,0.0014443441399936158,0.001026620561517121,0.00047627788992799083,0.0004372841436150814,0.0007736618105066071,4.3163051780073705e-05,6.905110882383751e-05,17.832708092057146,4739.017089119996,1
313,1,183,6,84,0.0001112752557095042,0.00011772367088131633,0.0062637394702284134,0.0014391113569032048,0.001024685196775945,0.0004753785819587355,0.00043609119751498635,0.0007719519305907357,4.008276213526413e-05,6.307076077307329e-05,17.828767781960778,4756.845979364938,1
314,1,184,6,84,0.00011116327799136472,0.00011765512230063355,0.00626358058805516,0.0014339052428833095,0.0010227487721960972,0.00047448380179993893,0.0004348899729945927,0.0007702195840193947,3.71412524692869e-05,5.730148941290924e-05,17.82520152104553,4774.6713050620165,1
315,1,185,6,84,0.0001110524364663781,0.00011758737051155019,0.006263423197562238,0.0014287255907672986,0.0010208112986540001,0.0004735934959200582,0.00043368079667027726,0.0007684654779262077,3.435490357392132e-05,5.177173567002963e-05,17.835347293061204,4792.50677578093,1
316,1,186,6,84,0.000110942713976919,0.00011752039954128152,0.006263267277297291,0.0014235721958819328,0.0010188727887971883,0.0004727076119861126,0.0004324639877860802,0.0007666903044570012,3.174448257494218e-05,4.652175116857496e-05,17.83183091902174,4810.338729257928,1
317,1,187,6,84,0.0001108340937192595,0.0001174541938156014,0.00626311280619171,0.001418444856006089,0.001016933256962647,0.0004718260988317345,0.00043123985857174,0.0007648947414419836,2.933601086813285e-05,4.160881295268823e-05,17.830707122921012,4828.169556109933,1
318,1,188,6,84,0.00011072655923491906,0.00011738873814832634,0.006262959763553093,0.0014133433713306982,0.001014992719098099,0.00047094890642612513,0.00043000871427242675,0.0007630794524571601,2.7161424797234992e-05,3.7114304567495116e-05,17.831036020070314,4846.000718659954,1
319,1,189,6,84,0.00011062009440226664,0.00011732401773110702,0.006262808129057947,0.0014082675444193717,0.001013051192686064,0.00047007598584391727,0.0004287708533092533,0.0007612450871399774,2.5258572890854375e-05,3.31519344514338e-05,17.911146671976894,4863.9119871129515,1
320,1,190,6,84,0.00011051468342833548,0.00011726001812344826,0.0062626578827444865,0.0014032171801700087,0.0010111086966705294,0.00046920728923583756,0.00042752656740183614,0.0007593922814249307,2.3669810898304135e-05,2.9873265400183797e-05,17.819222401012667,4881.731330615934,1
321,1,191,6,84,0.00011041031084085557,0.00011719672524303968,0.00626250900500558,0.0013981920857767949,0.0010091652513857482,0.0004683427698001496,0.00042627614173191685,0.0007575216578576581,2.2438309853126905e-05,2.7460342802649322e-05,17.82377016695682,4899.555224913987,1
322,1,192,6,84,0.00011030696148051297,0.00011713412535631603,0.006262361476581875,0.00139319207069331,0.0010072208784883121,0.00046748238175499125,0.0004250198550414747,0.0007556338257880026,2.1601608374252917e-05,2.608966456228524e-05,17.82822906889487,4917.383578973939,1
323,1,193,6,84,0.00011020462049338926,0.00011707220506926233,0.006262215278555019,0.0013882169465962225,0.0010052756008908873,0.00046662608031136264,0.0004237579797916961,0.0007537293816823077,2.118333203500035e-05,2.5864685986081556e-05,17.8329499050742,4935.216651948984,1
324,1,194,6,84,0.00011010327332363681,0.00011701095131849003,0.006262070392341044,0.001383266527349679,0.0010033294426988798,0.0004657738216469827,0.0004224907822518329,0.0007518089092890869,2.1185960139073378e-05,2.6756210033597833e-05,17.82355887594167,4953.040336948005,1
325,1,195,6,84,0.00011000290570632378,0.00011695035136253863,0.0062619267996839225,0.0013783406289703101,0.0010013824291485553,0.000464925562880749,0.0004212185227123792,0.0007498729800550344,2.1588278707970172e-05,2.86079668709841e-05,17.834481612895615,4970.8749409689335,1
326,1,196,6,84,0.00010990350366046157,0.00011689039277340772,0.006261784482649173,0.0013734390695933536,0.0009994345865482093,0.0004640812620480256,0.00041994145544051447,0.0007479221530573733,2.2349149969053708e-05,3.120359532970899e-05,17.834282769006677,4988.709349663928,1
327,1,197,6,84,0.00010980505348225402,0.00011683106342830369,0.0062616434236176435,0.0013685616694387626,0.000997485942220686,0.00046324087807650253,0.0004186598290085752,0.0007459569756084794,2.3415686160309525e-05,3.4334657685790553e-05,17.82625209109392,5006.535724377027,1
328,1,198,6,84,0.00010970754173846763,0.00011677235150163609,0.006261503605279473,0.0013637082507786708,0.0009955365244485221,0.00046240437076282303,0.0004173738861757626,0.0007439779830699887,2.4732012079952818e-05,3.783334569656537e-05,17.821187323890626,5024.357034452958,1
329,1,199,6,84,0.00010961095526003427,0.00011671424545719944,0.0062613650106280285,0.0013588786379050068,0.000993586362420714,0.00046157170074980587,0.00041608386418482085,0.0007419856993971145,2.6245732995569186e-05,4.15761830567588e-05,17.835677927010693,5042.192832676927,1
330,1,200,6,84,0.00010951528113577641,0.00011665673404057381,0.0062612276229541425,0.0013540726570978458,0.0009916354861813147,0.00046074282950426626,0.0004147899948563672,0.0007399806373397088,2.7911325237308284e-05,4.547584184024676e-05,17.83266990398988,5060.025622542016,1
331,1,201,6,84,0.00010942050670633036,0.00011659980627173763,0.006261091425840332,0.0013492901365945399,0.0009896839265802922,0.00045991771929555124,0.0004134925045965477,0.0007379632984579319,2.9691097822526142e-05,4.9471293216702906e-05,17.83921215403825,5077.864957330981,1
332,1,202,6,84,0.00010932661955820573,0.00011654345143786067,0.006260956403155219,0.0013445309065593946,0.0009877317152256412,0.00045909633317456995,0.0004121916145472294,0.0007359341734190926,3.1554745411650756e-05,5.3519786629668434e-05,17.82251296006143,5095.687594524003,1
333,1,203,6,84,0.00010923360751800116,0.00011648765908630715,0.006260822539048005,0.001339794799053797,0.00098577888443769,0.000458278634953457,0.00041088754072331256,0.0007338937422621887,3.347830082238683e-05,5.759110268307865e-05,17.832101595005952,5113.519826738979,1
334,1,204,6,84,0.00010914145864678588,0.00011643241901780788,0.0062606898179431054,0.0013350816480068688,0.0009838254672048226,0.0004574645891857629,0.00040958049419231483,0.0007318424747443527,3.544296331779387e-05,6.166363157032673e-05,17.823086870950647,5131.343035595957,1
335,1,205,6,84,0.00010905016123461879,0.00011637772127983417,0.0062605582245348484,0.001330391289187099,0.0009818714971406087,0.00045665416114722373,0.0004082706809257658,0.0007297808300799357,3.743402601280092e-05,6.572173776500073e-05,17.83798177202698,5149.181137625943,1
336,1,206,6,84,0.00010895970379519711,0.00011632355616013101,0.006260427743782326,0.0013257235601739582,0.0009799170084432262,0.00045584731681704656,0.00040695830215528665,0.0007277092576054563,3.943997884681909e-05,6.975398751194787e-05,17.837227014941163,5167.018487751018,1
337,1,207,6,84,0.00010887007506066188,0.00011626991418043476,0.006260298360904334,0.0013210783003307042,0.0009779620358556296,0.00045504402285973,0.0004056435543037742,0.0007256281966732433,4.1451792578348675e-05,7.375194632242693e-05,17.822585089015774,5184.841194545035,1
338,1,208,6,84,0.00010878126397653318,0.00011621678609035533,0.0062601700613743524,0.001316455350776816,0.0009760066146272837,0.00045424424660729846,0.00040432662922972425,0.000723538077112434,4.346236119319648e-05,7.770935269995075e-05,17.82129669096321,5202.662617684924,1
339,1,209,6,84,0.00010869325969677221,0.00011616416286142836,0.006260042830915758,0.001311854554361855,0.0009740507804779483,0.0004534479560421809,0.00040300771414065046,0.0007214393190785977,4.546607298478489e-05,8.162154239728874e-05,17.826654136995785,5220.489367670962,1
340,1,210,6,84,0.0001086060515789543,0.000116112035681304,0.0062599166554969795,0.0013072757556393147,0.000972094569562068,0.0004526551197803966,0.0004016869918745966,0.0007193323335947398,4.7458482215548625e-05,8.548504122142509e-05,17.836643613991328,5238.326108140987,1
341,1,211,6,84,0.00010851962917961888,0.00011606039594812475,0.006259791521326886,0.0013027188008410857,0.0009701380184348522,0.0004518657070553374,0.0004003646408093812,0.0007172175223867591,4.943605785364057e-05,8.929727287406622e-05,17.838282978977077,5256.164488981012,1
342,1,212,6,84,0.00010843398224966192,0.00011600923526502608,0.006259667414850181,0.001298183537852448,0.0009681811640196551,0.0004510796877018983,0.0003990408351030647,0.0007150952783468093,5.139599078714714e-05,9.305634640511736e-05,17.832986437017098,5273.997572819004,1
343,1,213,6,84,0.0001083491007299108,0.000115958545434799,0.006259544322742928,0.0012936698161873615,0.0009662240435764763,0.0004502970321410936,0.00039771574470017006,0.0007129659855613121,5.3336045277066715e-05,9.676089947363533e-05,17.83159311907366,5291.829262373969,1
344,1,214,6,84,0.0001082649747467872,0.00011590831845468831,0.006259422231908151,0.0012891774869643734,0.0009642666946716654,0.00044951771136507944,0.0003963895354265866,0.0007108300194856831,5.525444385888479e-05,0.00010040998134148539,17.828721740981564,5309.658083771006,1
345,1,215,6,84,0.00010818159460806373,0.00011585854651133562,0.0062593011294715135,0.0012847064028831726,0.0009623091551488463,0.00044874169692260123,0.0003950623689911475,0.0007086877469756706,5.714977762106259e-05,0.00010400296449261986,17.840060126036406,5327.498242508969,1
346,1,216,6,84,0.00010809895079876353,0.00011580922197584693,0.006259181002777119,0.0012802564182010738,0.0009603514631011046,0.00044796896090482834,0.0003937344033133179,0.0007065395268907136,5.902093583210284e-05,0.00010753947712021416,17.829600139986724,5345.327945163939,1
347,1,217,6,84,0.00010801703397713849,0.00011576033739901277,0.006259061839383369,0.001275827388710336,0.0009583936568437018,0.00044719947593155503,0.00039240579230938067,0.0007043857097270861,6.086705036387873e-05,0.00011101935108637661,17.834480528952554,5363.162521568942,1
348,1,218,6,84,0.00010793583497075392,0.00011571188550663,0.0062589436270588895,0.0012714191717157145,0.0009564357748886908,0.0004464332151378245,0.0003910766862144116,0.0007022266382059549,6.26874515256515e-05,0.0001144425812937297,17.829088188009337,5380.99171474902,1
349,1,219,6,84,0.00010785534477268537,0.00011566385919496723,0.006258826353778584,0.0012670316260124555,0.0009544778559197445,0.00044567015216087256,0.0003897472314690393,0.0007000626470970232,6.448163274105105e-05,0.00011780929388444235,17.840335901943035,5398.83214598801,1
350,1,220,6,84,0.00010777555453778535,0.00011561625152634771,0.00625871000771972,0.0012626646118650282,0.0009525199387683691,0.0004449102611274728,0.00038841757086440523,0.0006978940634831878,6.624922211275306e-05,0.00012111972093405975,17.82526543608401,5416.657507527969,1
351,1,221,6,84,0.00010769645557907069,0.00011556905572484363,0.0062585945772581225,0.001258317990985541,0.0009505620623911469,0.0004441535166415831,0.0003870878437282385,0.000695721207124493,6.798995942027459e-05,0.00012437418031810782,17.822116015013307,5434.479719368974,1
352,1,222,6,84,0.00010761803936418914,0.0001155222651720943,0.006258480050964432,0.001253991626513224,0.0009486042658474708,0.0004433998937723529,0.0003857581857797897,0.0006935443902000541,6.970367736019434e-05,0.00012757305948675777,17.831895063980483,5452.311714584939,1
353,1,223,6,84,0.000107540297511966,0.00011547587340323068,0.0062583664176004165,0.0012496853829939514,0.0009466465882787691,0.0004426493680424687,0.0003844287293685578,0.0006913639177593064,7.13902862124808e-05,0.000130716802354228,17.833400353905745,5470.1452130669495,1
354,1,224,6,84,0.00010746322178905628,0.0001154298741029058,0.00625825366611541,0.0012453991263602375,0.0009446890688878805,0.0004419019154167738,0.00038309960349393893,0.0006891800877707284,7.304976120555959e-05,0.000133805898612857,17.829215793055482,5487.974526559003,1
355,1,225,6,84,0.00010738680410665952,0.0001153842611014405,0.006258141785642784,0.0012411327239114842,0.0009427317469198305,0.0004411575122912315,0.0003817709339090659,0.0006869931913310738,7.468213206705723e-05,0.00013684087499589925,17.83764670707751,5505.812267440953,1
356,1,226,6,84,0.00010731103651733908,0.00011533902837106857,0.006258030765496462,0.0012368860442947955,0.0009407746616432171,0.0004404161354822089,0.0003804428430544329,0.0006848035125486325,7.628747433890744e-05,0.0001398222880397167,17.824315540958196,5523.636682807002,1
357,1,227,6,84,0.00010723591121190641,0.00011529417002227153,0.00625792059516758,0.0012326589574857478,0.0009388178523323249,0.00043967776221598523,0.00037911545033688385,0.0006826113290692826,7.786590212738832e-05,0.00014275071818731553,17.824017747072503,5541.460796711966,1
358,1,228,6,84,0.00010716142051637118,0.00011524968030022874,0.006257811264321131,0.0012284513347701233,0.0009368613582498678,0.00043894237011859907,0.0003777888719872797,0.0006804169118308626,7.941756201821581e-05,0.0001456267647774304,17.832776056951843,5559.293668210972,1
359,1,229,6,84,0.00010708755688899179,0.00011520555358134264,0.0062577027627927365,0.001224263048725409,0.0009349052186307125,0.0004382099372059466,0.0003764632212617686,0.0006782205254395852,8.094262796991925e-05,0.00014845104197019058,17.8299805020215,5577.123743781936,1
360,1,230,6,84,0.0001070143129173932,0.00011516178436988394,0.0062575950805854414,0.001220093973202762,0.000932949472666138,0.00043748044187416716,0.0003751386084347687,0.0006760224281768829,8.244129697697963e-05,0.00015122417526642712,17.82947348302696,5594.953310778947,1
361,1,231,6,84,0.00010694168131573777,0.00011511836729468946,0.006257488207866612,0.0012159439833095012,0.0009309941594890021,0.0004367538628902776,0.0003738151409226298,0.0006738228722301834,8.391378540583868e-05,0.00015394679859943026,17.829623400000855,5612.783033984015,1
362,1,232,6,84,0.00010686965492198734,0.000115075297105984,0.0062573821349648515,0.0012118129553917159,0.0009290393181589504,0.00043603017938303795,0.0003724929232468659,0.0006716221036445292,8.53603258777166e-05,0.0001566195519080938,17.82582571799867,5630.608956518932,1
363,1,233,6,84,0.00010679822669522229,0.00011503256867226445,0.006257276852366992,0.001207700767017176,0.0009270849876490464,0.000435309370834109,0.00037117205720322026,0.0006694203626398916,8.678116459779738e-05,0.00015924307907765287,17.828537537017837,5648.437590478919,1
364,1,234,6,84,0.00010672738971302461,0.00011499017697726571,0.006257172350715166,0.001203607296958741,0.0009251312068323178,0.00043459141706939623,0.0003698526418209314,0.0006672178835428935,8.817655907909279e-05,0.00016181802614902664,17.812541918014176,5666.250229693018,1
365,1,235,6,84,0.0001066571371689251,0.00011494811711702876,0.006257068620803927,0.0011995324251777308,0.0009231780144695731,0.00043387629825068427,0.00036853477349676865,0.0006650148950624353,8.954677619221961e-05,0.00016434503993107322,17.821982262074016,5684.072312754928,1
366,1,236,6,84,0.00010658746236992917,0.00011490638429702633,0.006256965653577395,0.0011954760328080772,0.0009212254491968754,0.00043316399486745076,0.00036721854596767156,0.0006628116202297432,9.089209046196451e-05,0.00016682476660640584,17.82238678005524,5701.894799598958,1
367,1,237,6,84,0.00010651835873407982,0.0001148649738293586,0.006256863440126493,0.0011914380021399752,0.0009192735495146505,0.000432454487728901,0.0003659040505100251,0.0006606082767887083,9.221278263573593e-05,0.00016925785081963783,17.825912797939964,5719.720834395033,1
368,1,238,6,84,0.00010644981978809218,0.00011482388113005925,0.006256761971686224,0.0011874182166047482,0.0009173223537764042,0.00043174775795626666,0.00036459137580636155,0.0006584050769583363,9.350913841534698e-05,0.0001716449346363553,17.82814371190034,5737.549101657001,1
369,1,239,6,84,0.00010638183916504028,0.00011478310171643164,0.006256661239633021,0.0011834165607593386,0.0009153719001782966,0.00043104378697523545,0.0003632806080981014,0.0006562022277231323,9.478144737413306e-05,0.0001739866568332423,17.83113298995886,5755.380353907007,1
370,1,240,6,84,0.00010631441060211298,0.00011474263120447971,0.006256561235482107,0.0011794329202711484,0.0009134222267495448,0.00043034255650866197,0.00036197183130664624,0.0006539999310680774,9.603000201655234e-05,0.00017628365226004286,17.833087477949448,5773.213562499033,1
371,1,241,6,84,0.00010624752793840554,0.00011470246530640369,0.006256461950884946,0.001175467181903389,0.0009114733713424317,0.0004296440485693913,0.0003606651268927494,0.0006517983837285284,9.725509696046131e-05,0.00017853655124366432,17.833520663902164,5791.047203739989,1
372,1,242,6,84,0.00010618118511277823,0.00011466259982814948,0.006256363377626729,0.0011715192335005344,0.0009095253716238975,0.0004289482454533709,0.00035936057410957355,0.0006495977776719791,9.845702821022515e-05,0.00018074597909392923,17.833959451061673,5808.881290134974,1
373,1,243,6,84,0.00010611537616175743,0.00011462303066704658,0.006256265507623893,0.0011675889639738677,0.0009075782650666234,0.00042825512973285315,0.0003580582499133674,0.0006473982999372431,9.963609256244056e-05,0.00018291255579092232,17.833808791008778,5826.715223515988,1
374,1,244,6,84,0.0001060500952175,0.00011458375380948191,0.006256168332921731,0.0011636762632876209,0.000905632088940976,0.0004275646842498416,0.00035675822904875754,0.0006452001327997358,0.00010079258703842759,0.00018503689556222252,17.82788942300249,5844.543240900035,1
375,1,245,6,84,0.0001059853365057859,0.0001145447653286555,0.00625607184569201,0.00115978102244493,0.0009036868803072785,0.00042687689210966226,0.0003554605841593524,0.0006430034539974818,0.00010192680844296196,0.00018711960664747221,17.82400323206093,5862.367371272994,1
376,1,246,6,84,0.00010592109434408143,0.00011450606138238753,0.006255976038230625,0.0011559031334745595,0.0009017426760086207,0.00042619173667478706,0.0003541653856773733,0.0006408084365243196,0.00010303905292447,0.00018916129103993477,17.819725990993902,5880.187220682972,1
377,1,247,6,84,0.00010585736313963941,0.00011446763821097968,0.0062558809029553695,0.001152042489417186,0.0008997995126636797,0.00042550920155870573,0.0003528727021021808,0.0006386152491594784,0.00010412961563598478,0.000191162544318857,17.81911060702987,5898.006455430994,1
378,1,248,6,84,0.00010579413738762944,0.00011442949213514475,0.006255786432403654,0.001148198984312586,0.0008978574266605132,0.00042482927062008417,0.0003515825997538019,0.0006364240560220106,0.0001051987904152016,0.00019312395544188548,17.829731989069842,5915.836314813001,1
379,1,249,6,84,0.00010573141166935134,0.00011439161955396977,0.006255692619230341,0.0011443725131864604,0.0008959164541499033,0.0004241519279569575,0.0003502951431273053,0.0006342350172335452,0.00010624686952315717,0.00019504610668653793,17.832334508071654,5933.668774103979,1
380,2,0,7,120,0.00010000340233813595,0.00010387362268519796,0.006266970298566089,0.0011406740459907144,0.0008950732096111373,0.00040745175058351914,0.03370617063665355,0.06473896505500301,0.0029422414966458975,0.0021968529856642616,26.550975315039977,5960.22086294496,1
381,2,1,7,120,9.3372288352108e-05,9.556963532394317e-05,0.006267238528706487,0.0011361360986865514,0.0008948233915092595,0.00039203787269563226,0.0023462954282098872,0.003509714926850299,0.002109141768639957,0.0019712733884091897,26.561262067058124,5986.782240569009,1
382,2,2,7,120,8.837578225160788e-05,8.843192927275822e-05,0.006267983911615575,0.001131529584143145,0.0008944506671093886,0.0003794057366496195,0.0019904496330937094,0.0032907188116667128,0.001774952752883052,0.0017617890720238887,26.556512538925745,6013.338877892937,1
383,2,3,7,120,8.428941259211388e-05,8.228584329386019e-05,0.006268943564170622,0.0011271337198053412,0.0008940663433204465,0.00036869526219855285,0.0017190057767270818,0.003116321762834159,0.0015020542523244789,0.0015861643722248691,26.545620585093275,6039.884614983923,1
384,2,4,7,120,8.083573735560552e-05,7.702037672123716e-05,0.006269932967622751,0.0011230167375533124,0.0008936761427555696,0.00035952540210773087,0.0015242857274999557,0.0029635696571050523,0.0012805017132541897,0.001442075996440289,26.554680595058016,6066.439412845997,1
385,2,5,7,120,7.786149791791062e-05,7.251814685982636e-05,0.006270859386648355,0.001119178628735345,0.0008932678523827269,0.00035162429288954414,0.0013800975707501275,0.002827334906314671,0.0010990705115696902,0.0013230621940417174,26.55426908400841,6092.993794583948,1
386,2,6,7,120,7.526159787848829e-05,6.866058291901859e-05,0.0062716847841290686,0.0011155968480958099,0.0008928287146349459,0.0003447647370705825,0.0012685551473027878,0.002704743234501225,0.000949271721001297,0.0012231822107055233,26.54111415799707,6119.535024320008,1
387,2,7,7,120,7.295651854896005e-05,6.533831951966965e-05,0.006272399271083055,0.0011122422009256208,0.0008923494506099354,0.00033875400322218535,0.0011791611877109461,0.0025934792743723123,0.0008249742067274299,0.0011379177427021084,26.54876332799904,6146.083902477985,1
